Posição	Código IBGE	Município	População
3559º	2508208	Lagoa de Dentro	7670
3560º	4307302	Erval Seco	7660
3561º	4309050	Glorinha	7654
3562º	4112959	Juranda	7650
3563º	3145059	Nova Porteirinha	7648
3564º	2616183	Vertente do Lério	7641
3565º	4215307	Salete	7634
3566º	5221197	Terezópolis de Goiás	7634
3567º	3117836	Cônego Marinho	7624
3568º	3550506	São Pedro do Turvo	7624
3569º	3120870	Curral de Dentro	7623
3570º	2206506	Monsenhor Hipólito	7621
3571º	2312502	São João do Jaguaribe	7621
3572º	5004403	Inocência	7618
3573º	2106359	Marajá do Sena	7604
3574º	3117009	Comercinho	7599
3575º	1400605	São Luís	7597
3576º	4101309	Antônio Olinto	7587
3577º	3150570	Pintópolis	7585
3578º	2406304	Lagoa de Pedras	7579
3579º	4300646	Ametista do Sul	7576
3580º	2404853	Itajá	7571
3581º	4207700	Ipumirim	7561
3582º	3116704	Coimbra	7559
3583º	3122207	Divinolândia de Minas	7559
3584º	4212007	Palma Sola	7558
3585º	4106456	Coronel Domingos Soares	7547
3586º	3518859	Guatapará	7546
3587º	4218509	Treze Tílias	7545
3588º	3519501	Ibirarema	7540
3589º	4201000	Anita Garibaldi	7537
3590º	2202778	Colônia do Piauí	7536
3591º	1717503	Pium	7536
3592º	2924108	Pedrão	7527
3593º	2200251	Alagoinha do Piauí	7526
3594º	3142403	Moema	7525
3595º	3130655	Indaiabira	7524
3596º	2914208	Irajuba	7521
3597º	3101805	Alpercata	7515
3598º	5200605	Alto Paraíso de Goiás	7514
3599º	2312809	Senador Sá	7513
3600º	2202083	Cajueiro da Praia	7510
3601º	3131109	Inimutaba	7489
3602º	2105989	Lajeado Novo	7489
3603º	3138625	Limeira do Oeste	7487
3604º	2111250	São José dos Basílios	7484
3605º	2300606	Altaneira	7479
3606º	2504157	Casserengue	7476
3607º	4120705	Quatiguá	7472
3608º	5212105	Joviânia	7468
3609º	2602506	Brejinho	7465
3610º	4214607	Rio do Oeste	7463
3611º	1721109	Tocantínia	7460
3612º	4309902	Ibiraiaras	7458
3613º	1710508	Itacajá	7456
3614º	4113734	Luiziana	7455
3615º	4108650	Goioxim	7448
3616º	4301750	Barão do Triunfo	7440
3617º	2926657	Ribeirão do Largo	7437
3618º	4316501	Salvador do Sul	7434
3619º	3166303	Sericita	7434
3620º	4300505	Alpestre	7433
3621º	3125606	Felizburgo	7431
3622º	3162203	São João Batista do Glória	7431
3623º	4320263	Segredo	7428
3624º	2701902	Chã Preta	7427
3625º	2101731	Belágua	7422
3626º	2606309	Granito	7417
3627º	4314001	Paraí	7404
3628º	1718865	Santa Fé do Araguaia	7402
3629º	4207684	Ipuaçu	7400
3630º	2508505	Livramento	7386
3631º	1505494	Palestina do Pará	7386
3632º	2707909	Santa Luzia do Norte	7386
3633º	3542701	Restinga	7384
3634º	4311759	Manoel Viana	7383
3635º	3123809	Engenheiro Navarro	7377
3636º	3512902	Cosmorama	7374
3637º	1706100	Cristalândia	7374
3638º	3162948	São José da Barra	7374
3639º	4213807	Praia Grande	7364
3640º	4211801	Ouro	7363
3641º	4118709	Paulo Frontin	7360
3642º	4212304	Paulo Lopes	7360
3643º	4300208	Ajuricaba	7358
3644º	3130606	Inconfidentes	7356
3645º	2502003	Belém do Brejo do Cruz	7347
3646º	5204854	Campo Limpo de Goiás	7345
3647º	3126000	Florestal	7343
3648º	3533601	Nuporanga	7341
3649º	3160454	Santo Antônio do Retiro	7339
3650º	3121407	Desterro de Entre Rios	7334
3651º	3158300	Santana da Vargem	7322
3652º	3553906	Tarabai	7302
3653º	3128808	Guidoval	7300
3654º	5103858	Gaúcha do Norte	7296
3655º	2510006	Nazarezinho	7296
3656º	2915304	Itagimirim	7291
3657º	2110658	São Domingos do Azeitão	7291
3658º	1707207	Dois Irmãos do Tocantins	7286
3659º	2503605	Caiçara	7283
3660º	4103305	Borrazópolis	7280
3661º	2300804	Antonina do Norte	7278
3662º	2505006	Cubati	7274
3663º	1700400	Almas	7273
3664º	1600238	Ferreira Gomes	7270
3665º	4216404	São João do Sul	7268
3666º	2705408	Monteirópolis	7260
3667º	3505104	Barbosa	7251
3668º	4316303	Roque Gonzales	7245
3669º	2400901	Antônio Martins	7237
3670º	3138906	Machacalis	7237
3671º	1500131	Abel Figueiredo	7231
3672º	2206704	Nazaré do Piauí	7231
3673º	3165107	São Tomás de Aquino	7222
3674º	2915403	Itaju do Colônia	7218
3675º	3302304	Laje do Muriaé	7217
3676º	2208908	Ribeiro Gonçalves	7214
3677º	4218608	Trombudo Central	7211
3678º	2403202	Doutor Severiano	7190
3679º	3121209	Delfinópolis	7186
3680º	4313805	Palmitinho	7184
3681º	2503555	Cacimbas	7183
3682º	1501758	Brejo Grande do Araguaia	7182
3683º	2515005	São Miguel de Taipu	7180
3684º	4203402	Campo Belo do Sul	7177
3685º	3521101	Ipeúna	7177
3686º	5005251	Laguna Carapã	7177
3687º	5104526	Ipiranga do Norte	7171
3688º	4115002	Marilena	7166
3689º	2507804	Junco do Seridó	7165
3690º	2304277	Ereré	7163
3691º	4200408	Água Doce	7154
3692º	2202174	Campo Largo do Piauí	7154
3693º	3112406	Capetinga	7152
3694º	3526605	Lavrinhas	7150
3695º	5204805	Campo Alegre de Goiás	7149
3696º	3159357	Santa Rita de Minas	7149
3697º	3536406	Paulicéia	7147
3698º	4210407	Maracajá	7139
3699º	2703502	Jacuípe	7135
3700º	4108205	Formosa do Oeste	7133
3701º	3157104	Salto da Divisa	7127
3702º	2615102	Terezinha	7120
3703º	3148756	Pedra Bonita	7117
3704º	3154150	Reduto	7117
3705º	4318606	São José do Ouro	7117
3706º	3115706	Central de Minas	7112
3707º	3165206	São Tomé das Letras	7106
3708º	4218400	Treze de Maio	7098
3709º	3164308	São Roque de Minas	7092
3710º	4301503	Augusto Pestana	7091
3711º	2502151	Boa Vista	7083
3712º	2918605	Jussiape	7066
3713º	3149952	Periquito	7060
3714º	3100104	Abadia dos Dourados	7059
3715º	2708204	São Brás	7058
3716º	4308409	Formigueiro	7053
3717º	4210803	Meleiro	7047
3718º	3163805	São Miguel do Anta	7045
3719º	3127305	Galileia	7034
3720º	4113007	Jussara	7026
3721º	2701357	Campestre	7024
3722º	2513604	Santana dos Garrotes	7024
3723º	3108107	Bonfim	7020
3724º	2515807	Serra Redonda	7020
3725º	4103206	Bom Sucesso	7019
3726º	5004908	Jaraguari	7019
3727º	4311775	Maquiné	7016
3728º	1503002	Faro	7009
3729º	1701903	Araguacema	7003
3730º	5211305	Itarumã	6998
3731º	1200054	Assis Brasil	6986
3732º	2922755	Nova Ibiá	6986
3733º	4307104	Herval	6980
3734º	4121604	Renascença	6979
3735º	2501203	Areial	6975
3736º	3131604	Iraí de Minas	6969
3737º	2109239	Presidente Médici	6968
3738º	2200053	Acauã	6966
3739º	3118205	Conquista	6960
3740º	3305133	São José de Ubá	6953
3741º	3202009	Dores do Rio Preto	6949
3742º	5207535	Faina	6947
3743º	3170750	Varjão de Minas	6947
3744º	2405108	Jandaíra	6942
3745º	3109451	Cabeceira Grande	6940
3746º	2409704	Pedro Avelino	6938
3747º	3144359	Naque	6930
3748º	2201408	Barro Duro	6925
3749º	2304608	General Sampaio	6922
3750º	2803708	Macambira	6920
3751º	3524204	Jaborandi	6917
3752º	4126207	Sapopema	6905
3753º	3130556	Imbé de Minas	6899
3754º	3161700	São Gonçalo do Abaeté	6898
3755º	2203354	Dirceu Arcoverde	6896
3756º	2100550	Amapá do Maranhão	6895
3757º	5220686	Simolândia	6891
3758º	4128708	Vitorino	6878
3759º	3116308	Cipotânea	6868
3760º	1707108	Divinópolis do Tocantins	6868
3761º	4308003	Faxinal do Soturno	6867
3762º	2106201	Luís Domingues	6867
3763º	4300638	Amaral Ferrador	6854
3764º	3138005	Laranjal	6852
3765º	3165404	Sapucaí-Mirim	6850
3766º	4124608	São Carlos do Ivaí	6839
3767º	4305702	Condor	6836
3768º	4302204	Boa Vista do Buricá	6829
3769º	3547908	Santo Antônio da Alegria	6829
3770º	4111001	Itambaracá	6819
3771º	3130705	Indianópolis	6806
3772º	2611533	Quixaba	6802
3773º	4302501	Bossoroca	6801
3774º	3548203	Santo Antônio do Pinhal	6800
3775º	2700904	Belo Monte	6797
3776º	5001508	Bandeirantes	6795
3777º	3168903	Tiros	6795
3778º	2406205	Lagoa d'Anta	6793
3779º	2505204	Cuitegi	6790
3780º	2203404	Dom Expedito Lopes	6790
3781º	4209508	Laurentino	6790
3782º	2410256	Porto do Mangue	6789
3783º	3156502	Rubelita	6789
3784º	3516606	Gália	6776
3785º	3101631	Alfredo Vasconcelos	6775
3786º	3103751	Araporã	6774
3787º	2707800	Roteiro	6774
3788º	4301701	Barão de Cotegipe	6763
3789º	2207207	Padre Marcos	6758
3790º	3113602	Careaçu	6757
3791º	1702307	Arapoema	6756
3792º	3138682	Luislândia	6756
3793º	3532306	Natividade da Serra	6754
3794º	2504504	Condado	6753
3795º	3146701	Palma	6753
3796º	3169505	Tumiritinga	6739
3797º	4300307	Alecrim	6736
3798º	3128600	Guarda-Mor	6736
3799º	3532801	Nova Aliança	6733
3800º	3534203	Orindiúva	6731
3801º	2915908	Itanagra	6730
3802º	3524501	Jaci	6728
3803º	2111672	São Roberto	6704
3804º	4122701	Sabáudia	6702
3805º	2927804	Santa Cruz da Vitória	6698
3806º	3554953	Tuiuti	6689
3807º	2200608	Angical do Piauí	6684
3808º	2206670	Morro do Chapéu do Piauí	6684
3809º	4303608	Cambará do Sul	6680
3810º	4119004	Pérola d'Oeste	6674
3811º	3161205	São Francisco de Paula	6673
3812º	3518107	Guarantã	6672
3813º	4103040	Boa Ventura de São Roque	6665
3814º	3138104	Lassance	6664
3815º	2201770	Boa Hora	6663
3816º	3163508	São José do Jacuri	6650
3817º	2205573	Lagoa de São Francisco	6646
3818º	3107505	Bom Jardim de Minas	6644
3819º	4115309	Mariópolis	6638
3820º	3170578	Vargem Alegre	6632
3821º	3120151	Crisólita	6631
3822º	3122355	Divisa Alegre	6625
3823º	2401859	Caiçara do Norte	6624
3824º	3139250	Mamonas	6624
3825º	2933257	Vereda	6620
3826º	2509156	Marizópolis	6614
3827º	3115458	Catuji	6612
3828º	2210938	Sussuapara	6612
3829º	3117876	Confins	6608
3830º	2511608	Pilões	6607
3831º	4313102	Nova Palma	6605
3832º	4107900	Floresta	6603
3833º	2210201	São José do Piauí	6602
3834º	4300901	Aratiba	6601
3835º	4310405	Independência	6598
3836º	4108908	Guairaçá	6591
3837º	3164605	São Sebastião do Oeste	6589
3838º	2509396	Matureia	6587
3839º	2513208	Santa Cruz	6585
3840º	4304309	Cândido Godói	6567
3841º	4312450	Morro Redondo	6566
3842º	3150604	Piracema	6566
3843º	3141504	Mendes Pimentel	6564
3844º	3129202	Heliodora	6561
3845º	4309654	Hulha Negra	6561
3846º	2513158	Santa Cecília	6557
3847º	2805208	Pinhão	6556
3848º	5005152	Juti	6553
3849º	2504033	Capim	6552
3850º	2505600	Diamante	6550
3851º	3108503	Botumirim	6540
3852º	4206108	Grão-Pará	6537
3853º	1713809	Palmeiras do Tocantins	6535
3854º	2804706	Nossa Senhora de Lourdes	6530
3855º	3542008	Quintana	6530
3856º	3122900	Dona Eusébia	6527
3857º	1506906	Santarém Novo	6526
3858º	4311254	Lagoão	6516
3859º	5102686	Campos de Júlio	6512
3860º	2510402	Olho d'Água	6512
3861º	1718758	Rio Sono	6512
3862º	2206357	Milton Brandão	6511
3863º	4117271	Nova Tebas	6498
3864º	2100105	Afonso Cunha	6486
3865º	4125407	São José da Boa Vista	6485
3866º	3502309	Anhembi	6484
3867º	4310439	Ipê	6482
3868º	5007802	Selvíria	6482
3869º	3534104	Oriente	6473
3870º	2413003	São Vicente	6469
3871º	5100359	Alto Boa Vista	6466
3872º	2206902	Novo Oriente do Piauí	6466
3873º	1700301	Aguiarnópolis	6460
3874º	1100601	Cacaulândia	6460
3875º	3130408	Ijaci	6460
3876º	2502904	Brejo dos Santos	6457
3877º	4305439	Chuí	6456
3878º	4200507	Águas de Chapecó	6445
3879º	4305124	Cerrito	6443
3880º	4119202	Pinhalão	6440
3881º	2913309	Ichu	6437
3882º	3519204	Iacri	6434
3883º	4314076	Passo do Sobrado	6430
3884º	2413508	Serrinha	6422
3885º	3164472	São Sebastião do Anta	6419
3886º	3157658	Santa Helena de Minas	6410
3887º	3138674	Luisburgo	6409
3888º	3523701	Itirapuã	6405
3889º	4109757	Ibema	6396
3890º	5104542	Itanhangá	6396
3891º	5219100	Santa Bárbara de Goiás	6393
3892º	5106653	Pontal do Araguaia	6387
3893º	4315156	Progresso	6379
3894º	2202752	Colônia do Gurgueia	6372
3895º	3535705	Paraíso	6369
3896º	3503109	Arandu	6368
3897º	5219902	São Francisco de Goiás	6366
3898º	2505238	Cuité de Mamanguape	6358
3899º	4316956	Santa Maria do Herval	6358
3900º	2311231	Potiretama	6356
3901º	4219200	Vidal Ramos	6356
3902º	4108320	Francisco Alves	6350
3903º	5215504	Ouvidor	6340
3904º	2206050	Massapê do Piauí	6338
3905º	5106182	Nova Lacerda	6338
3906º	3146255	Padre Carvalho	6338
3907º	2209005	Rio Grande do Piauí	6331
3908º	2209708	São Francisco do Piauí	6324
3909º	4320552	Sertão Santana	6317
3910º	3167400	Silvianópolis	6314
3911º	5211008	Itapirapuã	6312
3912º	4216255	São João do Oeste	6309
3913º	3524907	Jambeiro	6305
3914º	2209401	Santo Antônio de Lisboa	6305
3915º	4202131	Bela Vista do Toldo	6304
3916º	2201945	Boqueirão do Piauí	6300
3917º	4200606	Águas Mornas	6298
3918º	3119955	Córrego Fundo	6295
3919º	4116802	Nova Cantu	6295
3920º	4321477	Tiradentes do Sul	6294
3921º	2207777	Patos do Piauí	6288
3922º	4125753	São Pedro do Iguaçu	6286
3923º	4316758	Santa Clara do Sul	6285
3924º	4319307	São Paulo das Missões	6280
3925º	2514305	São José de Caiana	6279
3926º	4208005	Itá	6275
3927º	2918555	Jussari	6275
3928º	2709004	Tanque d'Arca	6270
3929º	5101852	Bom Jesus do Araguaia	6266
3930º	3143807	Munhoz	6261
3931º	2210300	São Julião	6261
3932º	2412104	São João do Sabugi	6260
3933º	3536109	Pardinho	6259
3934º	2903102	Barra do Rocha	6258
3935º	3553104	Taiaçu	6255
3936º	4100202	Adrianópolis	6254
3937º	5211701	Jandaia	6254
3938º	2903300	Barro Preto	6251
3939º	3514700	Echaporã	6247
3940º	4214409	Rio das Antas	6246
3941º	3131000	Inhaúma	6240
3942º	3169109	Toledo	6232
3943º	1200435	Santa Rosa do Purus	6230
3944º	2301802	Baixio	6228
3945º	3552007	Silveiras	6228
3946º	3512100	Colômbia	6225
3947º	1100031	Cabixi	6224
3948º	3161304	São Francisco de Sales	6224
3949º	3127503	Gonzaga	6223
3950º	4203105	Caibi	6213
3951º	3134301	Itumirim	6213
3952º	4300703	Anta Gorda	6210
3953º	4111100	Itambé	6210
3954º	3101201	Aiuruoca	6209
3955º	4113254	Laranjal	6205
3956º	2309904	Pacujá	6202
3957º	3165503	Sardoá	6198
3958º	3552908	Taciba	6193
3959º	2413102	Senador Elói de Souza	6188
3960º	3152600	Pouso Alto	6185
3961º	3146552	Pai Pedro	6184
3962º	4312476	Morro Reuter	6183
3963º	2502607	Igaracy	6173
3964º	4107405	Enéas Marques	6168
3965º	4108700	Grandes Rios	6167
3966º	3129657	Ibiracatu	6165
3967º	4307559	Estação	6161
3968º	3146750	Palmópolis	6161
3969º	2209203	Santa Filomena	6156
3970º	5209937	Inaciolândia	6148
3971º	3544806	Sales	6144
3972º	2209104	Santa Cruz do Piauí	6140
3973º	2412708	São Pedro	6139
3974º	2104701	Graça Aranha	6134
3975º	4207403	Imbuia	6133
3976º	3167806	Soledade de Minas	6131
3977º	3134103	Itueta	6120
3978º	2403400	Equador	6119
3979º	3146206	Ouro Verde de Minas	6110
3980º	4301651	Barão	6109
3981º	2201739	Betânia do Piauí	6106
3982º	4118857	Perobal	6105
3983º	2512721	Pedro Régis	6099
3984º	2515906	Serraria	6093
3985º	4100905	Amaporã	6084
3986º	3555356	Ubarana	6080
3987º	3536802	Pedra Bela	6078
3988º	5207600	Fazenda Nova	6070
3989º	4107306	Doutor Camargo	6069
3990º	3122405	Divisa Nova	6068
3991º	4320503	Sertão	6065
3992º	2202729	Cocal dos Alves	6054
3993º	2403707	Felipe Guerra	6052
3994º	2406007	José da Penha	6050
3995º	2209906	São João da Serra	6050
3996º	2929354	São José da Vitória	6045
3997º	4214508	Rio do Campo	6043
3998º	3120300	Cristália	6042
3999º	5008404	Vicentina	6041
4000º	3548104	Santo Antônio do Jardim	6029
4001º	2503803	Caldas Brandão	6025
4002º	4124905	São João do Caiuá	6025
4003º	3126802	Frei Gaspar	6024
4004º	4117453	Ouro Verde do Oeste	6023
4005º	4212700	Petrolândia	6021
4006º	3547007	Santa Maria da Serra	6021
4007º	2503902	Camalaú	6020
4008º	5200852	Americano do Brasil	6018
4009º	3107703	Bom Jesus do Amparo	6018
4010º	3500550	Águas de Santa Bárbara	6009
4011º	3545704	Santa Albertina	5999
4012º	4303707	Campina das Missões	5994
4013º	1101484	São Felipe d'Oeste	5994
4014º	1706506	Darcinópolis	5988
4015º	2900900	Almadina	5985
4016º	1710706	Itaguatins	5980
4017º	2501708	Barra de São Miguel	5979
4018º	2614402	Solidão	5978
4019º	3147956	Patis	5976
4020º	2101939	Bernardo do Mearim	5973
4021º	5002803	Caracol	5972
4022º	1507466	São João da Ponta	5970
4023º	2514453	São José dos Ramos	5969
4024º	3501806	Américo de Campos	5967
4025º	4315909	Rodeio Bonito	5967
4026º	4322103	Tucunduva	5965
4027º	3509452	Campina do Monte Alegre	5963
4028º	4321956	Trindade do Sul	5961
4029º	3129103	Gurinhatã	5959
4030º	4128807	Xambrê	5957
4031º	4125357	São Jorge do Patrocínio	5946
4032º	2510204	Nova Olinda	5944
4033º	3145455	Olhos-d'Água	5943
4034º	2209872	São João da Fronteira	5938
4035º	3539905	Poloni	5935
4036º	2801603	Cedro de São João	5933
4037º	4114708	Maria Helena	5932
4038º	2404903	Itaú	5930
4039º	2506608	Ibiara	5925
4040º	2910776	Feira da Mata	5922
4041º	2702207	Coqueiro Seco	5918
4042º	2414159	Tenente Laurentino Cruz	5912
4043º	3141702	Mesquita	5911
4044º	4107736	Fernandes Pinheiro	5904
4045º	1101450	Parecis	5904
4046º	4112207	Janiópolis	5897
4047º	5106000	Nortelândia	5895
4048º	3166006	Senhora de Oliveira	5892
4049º	5105234	Lambari d'Oeste	5887
4050º	2513307	Santa Helena	5887
4051º	3512506	Coroados	5885
4052º	4308706	Gaurama	5878
4053º	2802601	Graccho Cardoso	5870
4054º	2413300	Serra de São Bento	5870
4055º	1701309	Aragominas	5865
4056º	3203601	Mucurici	5861
4057º	3136959	Juvenília	5860
4058º	1715705	Palmeirante	5859
4059º	3537701	Piacatu	5846
4060º	2202133	Campo Grande do Piauí	5842
4061º	4118600	Paula Freitas	5842
4062º	4200804	Anchieta	5832
4063º	4117206	Nova Olímpia	5829
4064º	5003504	Douradina	5827
4065º	3155207	Rio Espera	5825
4066º	3116001	Chalé	5823
4067º	2910909	Firmino Alves	5822
4068º	2109056	Porto Rico do Maranhão	5819
4069º	5203807	Britânia	5817
4070º	3136603	Nova União	5804
4071º	4126900	Tapira	5798
4072º	3171071	Veredinha	5798
4073º	3543501	Riversul	5792
4074º	3102050	Alto Caparaó	5791
4075º	3167707	Sobrália	5791
4076º	3150703	Pirajuba	5790
4077º	5219738	Santo Antônio de Goiás	5787
4078º	5200555	Alto Horizonte	5784
4079º	3515608	Fernando Prestes	5782
4080º	4128633	Doutor Ulysses	5781
4081º	4319109	São Martinho	5779
4082º	4115358	Maripá	5776
4083º	3155306	Rio Manso	5774
4084º	2202539	Caraúbas do Piauí	5769
4085º	3554904	Três Fronteiras	5767
4086º	1507755	Sapucaia	5766
4087º	4311627	Lindolfo Collor	5765
4088º	3108206	Bonfinópolis de Minas	5764
4089º	2209302	Santa Luz	5761
4090º	3162575	São João do Manteninha	5759
4091º	3500758	Alambari	5754
4092º	2200905	Aroazes	5748
4093º	2112274	Tufilândia	5746
4094º	3105301	Bandeira do Sul	5739
4095º	3517307	Guaimbê	5737
4096º	2603405	Calumbi	5736
4097º	3111903	Cana Verde	5735
4098º	5222203	Vila Boa	5731
4099º	5003108	Corguinho	5730
4100º	4126108	São Tomé	5715
4101º	3553856	Taquarivaí	5715
4102º	3127073	Fruta de Leite	5709
4103º	4210035	Luzerna	5705
4104º	3159506	Santa Rita do Itueto	5699
4105º	3160959	São Domingos das Dores	5697
4106º	3509106	Caiuá	5695
4107º	2509503	Montadas	5691
4108º	3133907	Itaverava	5690
4109º	5222302	Vila Propício	5690
4110º	4201901	Aurora	5688
4111º	4103354	Braganey	5687
4112º	4311601	Liberato Salzano	5686
4113º	2202091	Caldeirão Grande do Piauí	5684
4114º	3148202	Patrocínio do Muriaé	5680
4115º	4319208	São Nicolau	5677
4116º	2703700	Jaramataia	5676
4117º	4125308	São Jorge do Ivaí	5676
4118º	3126752	Franciscópolis	5672
4119º	2403301	Encanto	5666
4120º	2508802	Malta	5665
4121º	3546504	Santa Ernestina	5662
4122º	5214051	Mundo Novo	5661
4123º	2209658	São Francisco de Assis do Piauí	5657
4124º	5209150	Gouvelândia	5656
4125º	2205151	Jacobina do Piauí	5656
4126º	3505351	Barra do Chapéu	5653
4127º	3105509	Barão de Monte Alto	5648
4128º	1702158	Araguanã	5645
4129º	1703107	Barrolândia	5643
4130º	4109658	Honório Serpa	5643
4131º	4303806	Campinas do Sul	5641
4132º	4311700	Machadinho	5640
4133º	4322541	Vale Real	5638
4134º	1600212	Cutias	5637
4135º	3527702	Luiziânia	5633
4136º	3163409	São José do Goiabal	5633
4137º	4126405	Sertaneja	5633
4138º	3105707	Barra Longa	5624
4139º	2802205	Feira Nova	5616
4140º	5200175	Água Fria de Goiás	5613
4141º	3171907	Virgolândia	5613
4142º	3528700	Marabá Paulista	5611
4143º	5208509	Goiandira	5605
4144º	3553203	Taiuva	5603
4145º	4217253	São Pedro de Alcântara	5602
4146º	4314423	Picada Café	5595
4147º	2402808	Coronel Ezequiel	5593
4148º	2201929	Bonfim do Piauí	5577
4149º	2909505	Cravolândia	5576
4150º	2101350	Bacurituba	5574
4151º	3138708	Luminárias	5572
4152º	2111953	Sucupira do Riachão	5571
4153º	2503100	Cabaceiras	5570
4154º	2109700	Sambaíba	5568
